,digital_score,Name,ws_ranks
630,0.01727623042353688,Norfolk Southern,0.7963
631,0.005542790594218082,Intuit,0.7916
632,0.11013596895004761,Air Products & Chemicals,0.7988
633,2.15952880294211e-05,Boston Scientific,0.8529
634,0.21307350855695487,AGCO,0.8665
635,0.06766523582551945,Amphenol,0.7614
636,3.8871518452957985,AES,0.5788
638,0.0059027120613751,Ovintiv,0.4829
639,0.013677015751966698,Alcoa,0.7757
640,0.02447465976667725,Wayfair,0.8581
641,0.04535010486178431,Ally Financial,0.5988
642,0.023034973898049177,Liberty Media,0.8274
643,0.001511670162059477,APA,0.6534
644,0.03743183258432991,Qurate Retail,0.7617
645,0.018715916292164955,Avis Budget Group,0.5767
646,0.00022891005311186368,Unum Group,0.576
647,0.10725659721279146,Newmont,0.7672
650,0.006406602115394926,Markel,0.5681
651,1.1517486949024587,Caesars Entertainment,0.5232
652,0.02807387443824743,DaVita,0.7348
653,0.00863811521176844,Univar Solutions,0.5773
654,0.007918272277454404,Auto-Owners Insurance,0.4833
655,0.13892968632260908,CF Industries Holdings,0.7112
656,0.02015560216079303,W.R. Berkley,0.8592
657,0.013677015751966698,Advance Auto Parts,0.7721
658,0.05614774887649486,Williams,0.5778
659,1.2957172817652662,Interpublic Group,0.7805
660,0.0842216233147423,American Tower,0.7056
661,7.198429343140367,Molson Coors Beverage,0.6841
662,0.0023034973898049178,Huntington Ingalls Industries,0.7002
663,0.01727623042353688,NVR,0.7681
664,0.005614774887649486,Insight Enterprises,0.4829
665,0.004247073312452817,Darden Restaurants,0.6493
666,0.0004088707866903728,UFP Industries,0.7574
667,0.03959136138727202,WEC Energy Group,0.5696
668,0.0009357958146082478,Continental Resources,0.71
669,0.2886570166599287,Graphic Packaging Holding,0.6328
670,0.0431905760588422,Fifth Third Bancorp,0.6988
671,0.017996073357850917,Thrivent Financial for Lutherans,0.5775
672,1.0797644014710552,CenterPoint Energy,0.4995
673,0.06334617821963523,Erie Insurance Group,0.5774
674,0.010077801080396515,JetBlue Airways,0.4656
675,0.1432487439284933,Citizens Financial Group,0.7647
676,0.006910492169414753,PVH,0.7011
677,4.822947659904046,Global Payments,0.6984
678,0.006046680648237908,Arconic,0.6027
679,1.1517486949024587,Vertex Pharmaceuticals,0.6704
680,0.01511670162059477,Foot Locker,0.7641
681,1.1517486949024587,Huntsman,0.8672
682,0.004175089019021413,Burlington Stores,0.4829
683,0.025194502700991286,Hertz Global Holdings,0.7276
684,2.7354031503933393e-05,Williams-Sonoma,0.7417
686,0.03023340324118954,CMS Energy,0.7678
687,0.010077801080396515,Blackstone,0.7701
688,0.26202282809030936,Dover,0.7627
689,0.09429942439513882,Packaging Corp. of America,0.7056
690,0.06334617821963523,Airbnb,0.7728
691,0.3253690063099446,Booz Allen Hamilton Holding,0.7604
692,0.05254853420492468,KeyCorp,0.4829
693,0.011517486949024588,ARKO,0.821
694,0.006766523582551945,Lululemon athletica,0.7602
695,0.046069947796098354,Old Republic International,0.9046
696,0.013677015751966698,Zoetis,0.7006
697,0.04750963366472642,Marathon Oil,0.7084
698,0.21091397975401277,Huntington Bancshares,0.5779
699,0.00295135603068755,Ingredion,0.5776
700,0.007198429343140367,Sanmina,0.5771
701,0.002807387443824743,NCR,0.6152
702,0.0051828691270610645,ABM Industries,0.5811
703,0.006334617821963523,Rockwell Automation,0.6753
704,0.02807387443824743,Northern Trust,0.4829
706,0.07270413636571771,Ameren,0.76
707,0.0014396858686280736,NOV,0.593
708,0.002879371737256147,Jefferies Financial Group,0.7594
709,0.006910492169414753,Veritiv,0.6515
710,0.7198429343140367,Antero Resources,0.7724
711,0.06262633528532119,Clorox,0.8192
712,0.01079764401471055,Xerox Holdings,0.611
713,1.1517486949024587e-05,Amkor Technology,0.6586
715,0.0011517486949024589,Electronic Arts,0.6421
717,0.09285973852651074,Fastenal,0.7696
718,0.18787900585596357,MDU Resources Group,0.7689
719,0.1936377493304759,Camping World Holdings,0.5772
720,0.24330691179814443,Anywhere Real Estate,0.8571
721,0.06478586408826331,Agilent Technologies,0.7249
722,0.004175089019021413,Yum Brands,0.7587
723,0.03311277497844569,First Republic Bank,0.6163
724,0.014396858686280734,Tapestry,0.7248
725,0.0026634188569619357,Carlisle,0.7656
726,0.00431905760588422,DoorDash,0.7676
727,0.0006291427245904681,APi Group,0.4959
728,0.4578201062237274,Cincinnati Financial,0.4829
729,2.5194502700991284,Darling Ingredients,0.8345
730,0.0006111466512326171,Patterson,0.7665
731,0.0008638115211768441,T. Rowe Price,0.7143
732,0.0025914345635305322,Martin Marietta Materials,0.7492
733,0.00863811521176844,ADT,0.6553
734,0.13892968632260908,Resideo Technologies,0.6326
735,0.004031120432158606,McCormick,0.7896
736,1.8715916292164956,Victoria's Secret,0.4829
737,0.007198429343140367,Hanesbrands,0.7639
738,0.020875445095107067,Select Medical Holdings,0.7681
739,0.04678979073041238,Concentrix,0.823
740,0.06478586408826331,NetApp,0.7533
741,0.0023034973898049178,Monster Beverage,0.7689
742,0.0705446075627756,Meritage Homes,0.7815
743,0.0016556387489222845,Old Dominion Freight Line,0.4829
744,0.0004189485877707694,Nasdaq,0.4829
745,0.007198429343140367,Intuitive Surgical,0.7594
746,0.10509706840984936,Workday,0.8006
747,0.15980513141771613,Zillow Group,0.7227
748,0.5218861273776766,Coca-Cola Consolidated,0.4855
749,0.0002728204721050199,Pool,0.8501
750,0.06550570702257734,Securian Financial Group,0.6622
751,0.001511670162059477,Levi Strauss,0.5295
752,0.5146876980345363,Petco Health and Wellness,0.7629
753,0.2699411003677638,Compass,0.7569
754,0.03023340324118954,GameStop,0.7717
755,0.09142005265788267,Ingersoll Rand,0.5838
756,0.004750963366472642,Voya Financial,0.7452
757,0.009357958146082477,Kemper,0.7247
759,0.01295717281765266,Xylem,0.7018
760,0.01079764401471055,Palo Alto Networks,0.7618
761,0.015836544554908807,Gartner,0.7426
762,0.137490000453981,Teledyne Technologies,0.6084
763,0.01079764401471055,TransDigm Group,0.5793
764,0.0038871518452957983,Syneos Health,0.8562
765,0.0705446075627756,Edwards Lifesciences,0.8061
766,0.12957172817652662,Church & Dwight,0.8196
767,0.004535010486178432,R.R. Donnelley & Sons,0.6576
768,0.01295717281765266,Coty,0.7144
769,0.0038871518452957983,Juniper Networks,0.6137
770,0.0027354031503933397,Simon Property Group,0.704
771,0.041750890190214135,SS&C Technologies Holdings,0.664
772,0.0020875445095107064,Endeavor Group Holdings,0.687
773,0.0004038318861501746,Yellow,0.7883
774,0.004750963366472642,AMN Healthcare Services,0.7542
775,0.007198429343140367,Worthington Industries,0.8149
776,0.03959136138727202,Regal Rexnord,0.7686
777,0.15620591674614598,LCI Industries,0.8377
778,2.9513560306875506e-05,CUNA Mutual Group,0.5893
779,0.009357958146082477,Super Micro Computer,0.8218
780,0.00028001890144816025,Clean Harbors,0.7902
781,0.10437722547553532,Iron Mountain,0.7465
782,0.004535010486178432,Synopsys,0.7576
783,0.0017996073357850917,Spirit Airlines,0.7685
784,0.004822947659904046,CME Group,0.4829
785,0.0020875445095107064,TopBuild,0.8256
786,0.012237329883338624,Autodesk,0.8568
787,0.01079764401471055,Peabody Energy,0.5935
788,0.0008638115211768441,Kelly Services,0.718
789,0.004463026192747028,Winnebago Industries,0.6078
790,0.0004362248181943063,Tempur Sealy International,0.7023
791,0.14972733033731964,Host Hotels & Resorts,0.7703
792,0.11733439829318798,Encompass Health,0.4829
793,0.0031673089109817616,TriNet Group,0.7766
794,0.00012021377003044412,Snap-on,0.567
795,0.0007198429343140368,Catalent,0.6369
796,0.006910492169414753,EPAM Systems,0.5813
797,0.002447465976667725,Flowers Foods,0.4829
799,7.198429343140367e-07,Urban Outfitters,0.6925
800,0.00705446075627756,Domtar,0.6639
801,0.0215952880294211,Avient,0.7642
802,0.0010077801080396514,Lennox International,0.7451
803,0.0050389005401982575,CrossAmerica Partners,0.7889
804,0.05182869127061064,Weis Markets,0.7691
805,4.750963366472642,Digital Realty Trust,0.6059
806,0.0352723037813878,Calumet Specialty Products Partners,0.6613
807,0.07342397930003175,Marriott Vacations Worldwide,0.7614
808,0.03743183258432991,Qorvo,0.6369
809,0.0049669162467668535,TreeHouse Foods,0.6254
811,0.04678979073041238,Primoris Services,0.8235
812,0.47653602251589233,Elanco Animal Health,0.5593
813,0.004463026192747028,Franchise Group,0.5992
814,0.0046069947796098356,Zoom Video Communications,0.7477
815,0.1432487439284933,FM Global,0.7859
816,0.00863811521176844,Tri Pointe Homes,0.7356
817,0.038871518452957984,Cabot,0.7879
818,0.027354031503933396,Floor & Decor Holdings,0.6807
820,0.007198429343140367,Puget Energy,0.7731
821,0.0011517486949024589,Alliant Energy,0.5789
822,0.0007918272277454404,Atmos Energy,0.5014
823,0.048229476599040456,Parsons,0.7008
824,0.002879371737256147,Liberty Energy,0.5135
825,0.005470806300786679,Range Resources,0.7066
827,0.09933832493533706,M/I Homes,0.7692
828,0.01295717281765266,Ventas,0.5294
829,1.9435759226478992,Alpha Metallurgical Resources,0.6275
830,0.01727623042353688,Lamb Weston Holdings,0.7397
831,0.5737148186482872,Lyft,0.77
832,0.0002929760742658129,GoDaddy,0.773
833,0.015836544554908807,Interactive Brokers Group,0.8225
834,0.02591434563530532,PriceSmart,0.6369
835,0.0005924307349404522,Middleby,0.573
836,0.0053268377139238715,Texas Roadhouse,0.7692
837,4.031120432158605e-05,Mueller Industries,0.6262
838,0.02447465976667725,Cboe Global Markets,0.8606
840,4.391041899315624,MillerKnoll,0.7298
841,0.051108848336296614,Option Care Health,0.6117
842,0.0016556387489222845,Murphy Oil,0.6178
843,0.04678979073041238,Valvoline,0.7627
844,0.20659492214812855,Graham Holdings,0.4829
845,0.0035992146715701835,Scotts Miracle-Gro,0.5642
846,0.7198429343140367,iHeartMedia,0.7714
847,0.295135603068755,AMC Entertainment Holdings,0.7688
848,0.01079764401471055,Conduent,0.6174
849,0.04966916246766853,Navient,0.8147
850,1.079764401471055e-05,Hilton Grand Vacations,0.7314
851,0.10725659721279146,Twilio,0.6438
852,9.861848200102303e-05,Plexus,0.5928
853,0.00027138078623639185,Applied Industrial Technologies,0.7691
854,0.007918272277454404,Brinker International,0.7141
855,0.002375481683236321,American Water Works,0.7718
856,0.14252890099417925,Tutor Perini,0.5146
857,0.00863811521176844,Lincoln Electric Holdings,0.6661
858,0.010077801080396515,A.O. Smith,0.755
859,0.6744928294522524,RH,0.7723
860,3.1673089109817614,CNO Financial Group,0.7475
861,0.06478586408826331,Brown & Brown,0.1
862,0.01511670162059477,Travel + Leisure,0.8522
863,0.0011517486949024589,Boyd Gaming,0.4829
864,0.16988293249811265,Crocs,0.7691
865,0.0017276230423536882,Hyster-Yale Materials Handling,0.7673
867,0.006190649235100716,ScanSource,0.4702
868,0.00863811521176844,Take-Two Interactive Software,0.8606
869,0.08782083798631247,Medical Mutual of Ohio,0.4832
870,0.0014396858686280736,Schnitzer Steel Industries,0.5212
871,0.0036711989650015874,Change Healthcare,0.6406
873,0.00410310472559001,Diebold Nixdorf,0.7571
874,0.0027354031503933397,Incyte,0.4445
875,0.0012237329883338624,OGE Energy,0.5782
878,0.001079764401471055,Euronet Worldwide,0.5819
879,0.0017996073357850917,SM Energy,0.4017
880,3.383261791275973,EnerSys,0.7513
883,0.0046069947796098356,AptarGroup,0.6405
884,0.0006053879077581049,Coherent,0.5763
885,0.0034552460847073765,Cooper Cos.,0.5923
886,0.2980149748060112,Werner Enterprises,0.7693
887,0.00033328727858739895,Entegris,0.7175
888,0.002447465976667725,Annaly Capital Management,0.7388
891,0.32464916337563055,Carter's,0.6352
892,0.0015836544554908808,Match Group,0.706
893,5.326837713923872e-05,IDEX,0.7915
894,0.001511670162059477,Teradyne,0.5853
895,0.001511670162059477,PC Connection,0.7718
896,0.0005549989023561222,Rackspace Technology,0.7087
897,0.0015836544554908808,Boston Properties,0.5863
898,0.02447465976667725,AMC Networks,0.7773
899,0.002807387443824743,Five Below,0.7581
